"B5_0"	"B5_1"	"B5_3"	"B5_4"	"B5_5"	"B5_6"	"B5_7"	"Bott_B5"	"B7_0"	"B7_1"	"B7_2"	"B7_3"	"B7_4"	"B7_5_"	"B7_6"	"B7_7"	"Bott_B7"	"B8_1"	"B8_2"	"B8_3"	"B8_4"	"B8_5"	"B8_6"	"B8_7"	"T1_0"	"T1_1"	"T1_2"	"T1_3"	"T1_4"	"T1_5"	"T1_6"	"T1_7"	"T1_8"	"Bott_T1"	"T3_0"	"T3_1"	"T3_2"	"T3_3"	"T3_5"	"T3_6"	"T3_8"	"Bott_T3"	"T4_0"	"T4_1"	"T4_2"	"T4_3"	"T4_4"	"T4_5"	"T4_6"	"T4_7"	"T4_8"	"9_0"	"A9_0"	"A9_1"	"A9_2"	"A9_3"	"A9_4"	"A9_5"	"A9_6"	"Bott_A9"	"A11_0"	"A11_1"	"A11_2"	"A11_3"	"A11_4"	"A11_5"	"A11_6"	"Bott_A11"	"A12_0"	"A12_1"	"A12_2"	"A12_3"	"A12_4"	"A12_5"	"A12_6"
"Dermacoccus"	0	0	0	0	0	0	0	0	0	0	7.4028834230933e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.64674133051568e-06	0	0	0	0	0	0	0	0	6.12228342805016e-06	0	0	2.13190524107584e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.76740848997134e-07	4.11194997631928e-07	0	0	0	0	0	0	0	2.75154995533076e-06	0	0	0	0	0	0	0	0	0	0	0	1.04747102568724e-05	0
"Flavobacteriaceae bacterium 3519-10"	0	0	0	0	0	0	0	0	0	0	1.64508520513184e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4845661854269e-06	0	0	0	0	0	0	0	0	0	0	0	1.86541708594136e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00121798054960711	3.12234068201844e-05	0	5.79314385046013e-06	1.29076966578343e-05	0.000447116748732703	7.83021173770693e-05	8.46943166431171e-05	1.27620839244747e-05	2.21572180613477e-05	2.50534058701426e-05	8.26300398529906e-05	0.000657116070506374	0.000768512206094487	0.00044701458782543	7.19203746928229e-07	4.3652044407282e-05	0.000397962738547885	6.71795052124473e-05	0.00224631900481371	0.00323337482633151	0.00156380200196997	0.000163313254772853
"Magnetococcus"	0	0	0	0	0	0	0	0	0	0	1.72733946538844e-05	4.64206916136925e-05	0	0	0	0	0	0	1.37612627334684e-05	2.1583114485194e-05	0	0	1.48805208640165e-05	0	1.81520997441379e-05	1.32133747134067e-05	0	0	0	0	0	5.08193900656804e-06	0	0	0	0	0	0	0	0	4.91040957726284e-06	0	0	0	0	0	0	0	0	0	0	1.42489323015955e-05	4.82539843660936e-05	1.99018378853853e-05	7.8439198012539e-07	1.35776808995159e-06	4.70593107316876e-06	2.21519118939293e-05	3.36625925172448e-05	5.26051656168429e-06	6.6084850420795e-05	5.53206359440184e-05	4.12517286310106e-05	3.74520839583012e-05	5.06086002472819e-05	0.000119354320131329	3.08608397452703e-05	0	4.57488675010815e-05	3.63338697922344e-05	6.42054125337713e-05	7.14176896964101e-05	4.03144422118564e-05	0.000106191890190362	9.27916220300302e-06
"Methylotenera"	0	0	0	0	0	0	0	0	0	0	6.12794238911612e-05	5.461257836905e-05	2.04275325426307e-05	0	0	0	0	0	5.89768402862932e-06	0	0	0	0	0	6.18821582186519e-06	2.71043583864753e-06	0	0	0	0	2.42324375408922e-06	0	0	0	0	5.75551366382597e-05	0	5.86273941295857e-06	0	0	2.86440558673666e-06	0	0	0	9.66904081906445e-06	0	0	0	0	0	0	2.93614362578331e-05	5.61361093023877e-05	1.03072879406403e-05	1.12952445138056e-05	1.45733774988138e-05	3.89920003205411e-06	1.83932842440568e-05	4.39077293703193e-06	2.43737267358039e-05	4.06870398384244e-05	2.14331259678396e-05	3.52043548002866e-05	2.53114280582625e-05	2.06890504155555e-05	3.81645789861868e-05	3.21077423612408e-05	1.74663767111141e-06	3.48835114695747e-05	5.42870760425149e-05	3.72636317975294e-05	3.3382206232033e-05	1.03069285913808e-05	4.78585899667446e-05	2.4589779837958e-05
"Rhodoluna"	0	0	0	0	0	0	0	0	0	0	4.52398431411257e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3644042639899e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48416865127844e-06	2.26687559343565e-06	3.84493899331423e-07	0	0	8.14660853970956e-07	0	1.51944522016121e-06	0	0	5.05429066315832e-07	3.47564204883885e-06	0	2.86960957637278e-06	6.36586166632477e-07	0	0	0	1.6202723906633e-06	0	0	0	0	1.80598452704697e-06	7.88728787255256e-06
"Riemerella"	0	0	0	0	0	0	0	0	0	0	6.16906951924441e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00459317233307e-06	0	0	0	0	0	0	0	0	0	2.56238622019649e-05	0	3.19785786161377e-06	4.76226149541238e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000851173369644937	9.62196294458712e-06	4.86323027677742e-06	1.90087532593223e-06	8.60513110522287e-06	0.000277018854875708	8.26928903141013e-05	5.26051656168429e-05	5.05429066315832e-06	4.34455256104857e-05	1.68462556713028e-05	4.34856220419568e-05	0.000519295165430443	0.000489838770855727	0.000317960167072481	0	2.84024219069215e-05	0.000208812886982429	3.97128845917332e-05	0.00152263323698352	0.00107948768563398	0.00115077334063433	0.000120165150528889
"Syntrophus"	0	0	0	0	0	0	0	0	0	0	1.19268677372059e-05	3.276754702143e-05	0	0	0	0	0	0	0	0	0	0	6.10482907241701e-06	0	0	2.2304628255537e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55656856881566e-06	3.28955998105542e-07	0	0	0	3.11886124138355e-06	0	0	0	0	0	0	9.54879249948715e-07	0	0	0	0	0	0	4.24864442953148e-06	4.69682821885706e-06	0	0
"Herpetosiphon"	0	0	0	0	0	0	0	0	0	0	0	9.55720121458374e-05	0	0	0	0	0	0	0	0	0	0	0	4.6747988483264e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18741102513296e-06	1.21115578289398e-05	0	1.25502716820062e-06	0	0	2.23918242971126e-06	0	0	0	1.73782102441943e-06	5.18346328347778e-06	5.88637861820058e-07	0	7.74092875663222e-06	1.87035392395577e-06	0	0	0	0	0	0	0	0
"Halomicrobium"	0	0	0	0	0	0	0	0	0	0	0	0	2.5141578514007e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.78758077015282e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pelodictyon"	0	0	0	0	0	0	0	0	0	0	0	0	3.14269731425087e-05	0	0	0	0	0	0	0	0	0	0	0	1.65019088583072e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35534099514327e-05	4.57797097363546e-06	0	0	0	3.27880284350578e-06	0	0	1.55419437892118e-05	1.07165629839198e-05	8.20715019883981e-06	6.40143674729313e-06	7.4798874579316e-06	1.02612311425125e-05	6.85796438783784e-06	0	1.77276861566691e-05	7.0530453126102e-06	1.08466909457597e-05	8.09265605625043e-06	7.82804703142843e-06	1.95046328921072e-05	1.39187433045045e-05
"archaeon GW2011_AR10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.79193794154315e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.41478396365043e-07	2.86463774984614e-06	4.68056157377762e-06	0	0	0	1.49610052085671e-06	0	0	0	0	0
"Bartonella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010822136029921	0	0	0	0	0	0	0	0	0	0	1.1407944003292e-06	0	0	0	0	0	0	0	0	0	0	0	2.58261104174287e-05	0	0	0	0	0	0	0	0	0	0	0	0	6.5847338666464e-06	2.1339411412894e-05	6.90807596021639e-06	2.03941914832601e-06	1.26725021728815e-05	6.72275867595537e-06	1.39149193846343e-05	2.56128421326862e-05	2.27955717672986e-06	2.23652361844755e-05	1.02821077278149e-05	1.72782109449259e-05	1.19934964345837e-05	2.54634466652991e-05	5.09461125145795e-05	5.29933611787469e-05	0	1.32481095471882e-05	1.58159197919138e-05	3.48143790033256e-05	1.90177417321885e-05	1.86568454249044e-05	1.17388994258053e-05	0.000106710365334535
"Candidatus Puniceispirillum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000103892505887242	0	2.13047905952132e-05	0	1.67095079885373e-05	0	1.83894349018602e-05	0	0	4.53802493603448e-06	2.54103359873206e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04708063125361e-05	2.16277818373925e-05	3.86523297774012e-06	1.56878396025078e-06	6.60780470443109e-06	0	0	4.39077293703193e-06	0	1.23830121247379e-05	3.041186792734e-06	0	1.33915113564063e-05	4.77439624974357e-06	1.67420087062046e-05	2.27559727414619e-05	0	9.34039378147081e-06	2.13728645836673e-06	1.36458369962784e-05	0	0	2.6186775642181e-05	3.80445650323124e-05
"Finegoldia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59731264718105e-05	0	0	0	0	0	0	0	0	0	4.79973013093833e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18056718447665e-05	0	0	0	0	0	0	0	0	0	1.94303622294484e-06	0	4.22160197568779e-06	0	1.08621447196127e-06	0	2.30315907056016e-05	5.78118436709204e-05	0	0	0	0	4.41478396365043e-07	1.14585509993846e-05	5.02260261186137e-05	0	0	0	5.34321614591682e-06	0	0	0	0	1.11349946436036e-05
"Caldicellulosiruptor"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.26095811904265e-05	0	0	0	0	0	0	0	3.86801781140324e-06	0	0	0	0	0	0	0	0	3.13767025687571e-05	0	0	0	0	0	0	0.000205510728320216	0	0	0	0	0	0	0	0	0	0	0	0	0	8.59919790302675e-06	0	3.28679992361189e-05	0	0	0	4.19973414234695e-06	0	0	0	6.67880132258268e-05	0	0	0	0	0	0	0	1.44478762163757e-06	0
"Kazachstania"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5219162380853e-05	0	0	0	0	0	0	0	5.78790986377858e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.95590422269058e-07	0	0	0	0	0	0	0	0	0	0	1.89363245420726e-05	8.60768195042836e-06	0	0	0	0	0	3.3141254338611e-05	6.44422059552685e-06	1.17302919148311e-05	2.332558477565e-05	8.53524899639084e-06	5.57012895803417e-06	0	0	0	1.23903182815429e-05	1.26099901043637e-05	0	1.92200581335948e-05	1.95701175785711e-05	4.33436286491272e-06	0
"Turneriella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98267068332985e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.71123277920102e-06	0	0	0	0	0	0	0	0	0	0	1.27807518136978e-05	0	7.24357068767124e-06	1.28237187502004e-06	1.52203566496951e-05	0	0	1.58926638380133e-05	0
"Desulfohalobium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.11333677692551e-05	0	0	0	0	0	0	0	3.58535382960606e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gloeobacter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.82947338104887e-06	1.11396719923582e-05	0	0	0	1.47625226789255e-05	0	1.49638645258666e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.95955591691232e-06	0	2.46716998579157e-07	0	0	0	0	0	0	0	9.26837879690361e-06	0	1.10369599091261e-06	0	0	8.41659265780098e-06	0	4.95612731261717e-06	5.12948750008015e-06	0	0	0	2.70897679057045e-06	9.27916220300302e-06
"Methanosphaerula"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94884201431466e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07946456830269e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stackebrandtia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.88063136673421e-06	0	0	1.01141891960231e-05	3.0524145362085e-06	0	0	4.23505599788676e-06	0	0	0	0	0	0	0	0	6.12228342805016e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41177405832746e-05	0	9.61234748328557e-07	1.56254099100133e-06	0	0	4.84038624668787e-06	3.3587736445669e-06	0	0	3.79071799736874e-06	0	3.02368691536204e-06	4.78268262728797e-06	5.41098241637605e-06	1.368164152335e-05	0	0	1.33434196878154e-06	0	0	0	1.04373960419046e-06	0	0
"Thermosediminibacter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52356837406258e-05	0	0	0	0	0	0	2.11752799894338e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.96553701419237e-06	0	0	0	0	0	2.15921162865015e-06	0	0	0	0	1.94379873130417e-06	0	0	1.06212743404954e-05	3.11725653992629e-06	0	7.24357068767124e-06	0	0	0	5.87103527357133e-06	0	0
"Fluviicola"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.56983599617909e-06	0	0	0	0	0	6.77608959661882e-07	0	0	0	7.08281009073788e-06	0	0	0	0	0	1.34032509979509e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.03718594297994e-06	0	0	0	0	3.11886124138355e-06	0	0	0	0	3.88759746260833e-06	8.0937706000258e-07	9.54879249948715e-07	1.42217063203243e-05	0	0	0	4.91575885424348e-06	1.57451965341673e-06	1.61853121125009e-06	4.56636076833325e-06	6.68214275007377e-06	0
"Haemophilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.96229499522387e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.49491711009121e-06	0	0	0	0	0	0	0	0	1.0001020692406e-05	0	6.60872242510568e-06	5.93667460511374e-06	0	3.65269204364852e-06	5.34553496921507e-06	4.70635188075234e-06	4.97848299648917e-06	0	4.63830646154476e-06	0	1.45540958206599e-05	7.58143599473747e-06	1.50611155449684e-05	0	0	3.50122391647862e-06	9.00107994957235e-06	0	0	1.33434196878154e-06	0	5.94818535735211e-06	0	9.39365643771412e-06	1.21000963312147e-05	1.15989527537538e-05
"Methanolobus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04434424928358e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10962884047217e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31689160521012e-05	2.85095198358137e-06	0	2.17242894392255e-06	0	1.19956201591675e-05	0	0	0	6.66164726027447e-06	8.42312783565139e-06	0	0	1.96223542900677e-05	3.42898219391892e-05	0	5.9092287188897e-06	5.98440208342684e-06	0	0	4.56636076833325e-06	0	6.82018421920722e-05
"Scheffersomyces"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48114749761193e-05	0	0	0	0	0	4.99454270684112e-05	0	0	0	3.04560833901729e-05	0	0	0	0	0	1.45858907918877e-05	2.99155819671365e-05	0	0	3.84352508067225e-05	0	0	0	0	6.28487653239189e-05	0	0	1.08834636946771e-05	0	0	0	0	0.000375169922272636	8.38015405173869e-05	1.89822859190344e-05	6.42676895910421e-06	1.65379863428502e-05	2.73500139629019e-05	4.02487519227926e-05	0.000708065529202706	0.000175383886011594	0.000148438879169159	0.000492860967204012	0.000134283012227701	0.000159464834741435	3.02436286305631e-05	6.2968582106511e-05	0	0.000224264760895927	0.000154953268231588	0.000108816802713912	0.000237924088053763	0.000388662535110422	0.000177347680556012	9.27916220300302e-06
"Dehalobacter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49399263135343e-05	1.1828106327808e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20592968755009e-06	0	1.21389840843757e-06	0	0	0
"Fischerella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.19471745093009e-06	0	0	0	1.12934826610314e-06	0	0	0	2.40815543085088e-05	0	0	0	0	0	0	0	0	0	0	0	4.32756636588517e-05	0	0	0	0	0	0	0	0	0	0	4.03718594297994e-06	0	0	0	0	1.51944522016121e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	5.86717564078156e-06	5.4796329219999e-06	3.79256750679863e-06	0
"Ilumatobacter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28726044313021e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.61321575517398e-06	0	5.20846997000442e-07	1.4119055642257e-06	0	0	0	8.04975038455853e-06	0	6.44422059552685e-06	0	0	6.62217594547565e-07	0	0	0	0	8.19667209394377e-06	0	0	1.82084761265635e-06	1.04373960419046e-06	5.59855203384559e-06	0
"Clavibacter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.57862180431276e-06	0	3.67167472097335e-05	1.66861206316738e-05	0	0	0	2.83312403629515e-06	0	0	0	0	5.05088382814138e-05	0	0	0	3.11378636238502e-06	1.90982612704211e-06	0	0	4.10095020535128e-05	0	0	0	0	0	0	0	0	0.000102657080445586	0	3.837819977898e-07	1.72566235627586e-06	0	5.10929659372608e-06	0	2.92718195802128e-06	0	4.29614706368457e-06	0	0	6.62217594547565e-07	0	0	0	0	1.90620281254506e-06	3.84711562506011e-06	0	0	1.17420705471427e-06	0	0
"Desulfococcus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.96017362133882e-06	0	0	0	0	0	0	0	0	3.62995643326289e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4712486833215e-06	0	0	0	4.8575905573621e-06	1.19193108792741e-05	2.3026919867388e-06	0	1.17673234462471e-06	0	9.59649612733399e-07	0	2.7003985016646e-05	2.16070925850018e-05	9.41319721560523e-06	4.53553037304305e-06	7.28439354002322e-06	6.04756858300853e-06	9.54114474654669e-06	5.92278742585995e-06	3.18504516496787e-06	1.22950081409157e-05	6.83931666677353e-06	1.01469044331301e-05	1.0115820070313e-05	0	1.82404437231744e-05	9.27916220300302e-06
"Kribbella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67086271918244e-06	8.85751360735528e-06	4.00171289813949e-05	1.44556578061202e-05	0	1.02911291838586e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.11322267855841e-06	2.76342460157174e-06	0	1.20059459447291e-05	0	0	0	0	1.0389180558949e-05	5.18142992785291e-06	0	6.85324996053213e-07	0	0	0	0	0	0	0	2.17227628052428e-06	0	1.10369599091261e-06	2.86463774984614e-06	0	0	0	6.67170984390772e-07	0	0	0	0	1.98658297975166e-06	0
"Piscirickettsia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17484535704856e-05	0	0	2.79513695860526e-06	0	0	0	0	0	2.15377415040265e-05	0	0	0	1.65569571151158e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1339411412894e-05	9.23818094679732e-06	0	2.89657192523006e-06	0	1.15157953528008e-05	1.68312962586224e-05	0	2.61559541818443e-05	2.65017706223963e-05	0	8.68240846184585e-06	2.38719812487179e-06	2.97035638335888e-05	4.55119454829238e-05	0	1.17231472971521e-05	5.12948750008015e-06	1.80195027002137e-05	1.84107925279697e-05	0	9.57171799334892e-06	7.19135070732734e-05
"Prosthecochloris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0524145362085e-06	0	0	0	0	0	0	0	0	0	0	1.54925867972175e-05	0	0	0	0	0	0	0	5.13290080207239e-07	0	0	0	0	0	0	0	0	0	0	9.90071790778414e-06	2.65906098468647e-06	0	1.11336983376031e-05	1.06219587080095e-05	5.91783927852263e-06	0	6.13726932196501e-06	1.12457967255273e-05	7.96501302858904e-06	3.45564218898518e-06	0	8.2756201662222e-06	2.61031318537598e-05	2.93022114753071e-05	2.15761124078469e-06	1.25809385627974e-05	0	0	0	2.73981646099995e-06	0	0
"Rhodopirellula"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03018990597037e-05	0	0	0	3.4223832009876e-06	0	0	0	3.87719000654276e-06	9.67988382203437e-06	0	0	0	0	0	1.59892893080688e-06	2.93062245871531e-06	0	0	0	4.70849838392185e-05	0	0	0	0	0	0	0	0	5.50526929834371e-06	4.9984206913085e-06	7.67563995579599e-07	0	0	0	1.59941602122233e-06	0	0	6.31786332894789e-07	0	0	6.62217594547565e-07	0	3.60043197982894e-06	1.12221235437346e-05	0	0	0	9.97195780497265e-06	3.84401162671896e-06	0	1.44478762163757e-05	0
"Alicyclobacillus"	0	0	0	0	0	0	0	0.000173685656493705	0	0	0	0	0	0	0	0	2.49493927749023e-05	0	0	0	0	0	0	1.45164806342767e-05	0	2.03282687898565e-06	0	0	0	0	0	0	0	0.000120446621610708	3.52031297112884e-05	0	0	0	0	0	5.37076047513123e-05	0.00029039828779173	0	0	0	0	0	0	0	0	0	0	0	3.17990798168691e-06	0	2.26294681658599e-06	0	6.15775168170597e-06	1.68312962586224e-05	8.76752760280715e-05	3.15893166447395e-06	8.10983144729066e-06	0	1.91307305091519e-06	3.18293083316238e-06	1.22414687314184e-05	7.57493339202088e-05	1.71581465338592e-05	1.14372168752704e-06	3.63338697922344e-06	5.42334547287986e-06	0	0	0	9.8359119351832e-05
"Blautia"	0	0	0	0	0	0	0	3.25111431210815e-05	0	0	0	0	0	0	0	0	3.69620633702256e-06	0	0	0	0	0	0	7.38126133946273e-06	1.23764316437304e-06	9.37359060865603e-06	0	0	0	0	0	0	0	1.29214766478921e-05	9.18342514207524e-06	0	0	0	2.74745855504561e-06	0	3.06900598578927e-06	1.93103268105551e-05	0	0	0	0	0	0	0	0	0	0	1.92246949665711e-06	1.3432369922643e-06	9.41270376150468e-07	2.71553617990319e-06	6.58830350243626e-06	5.19810206897258e-06	0	9.64428036308787e-06	0	1.15854734961295e-06	0	1.17727572364012e-06	1.43231887492307e-06	1.09813175384783e-05	4.36415915589681e-06	0	0	3.63338697922344e-06	2.27430616604639e-06	0	0	0	1.39187433045045e-05
"Desulfatibacillum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42875680367764e-06	0	9.88179732840245e-07	0	8.57594098654881e-07	0	0	4.84648750817845e-06	0	0	0	0	4.73055917574737e-06	0	0	0	0	5.93341157252593e-06	0	0	0	0	0	0	0	0	0	6.86428001216276e-06	1.33853606469533e-05	2.29735104850525e-05	6.66135896163723e-06	1.4119055642257e-06	2.89657192523006e-06	5.37820694076429e-07	1.51944522016121e-06	0	2.68286344645899e-05	1.69318737215804e-05	2.72258627159044e-05	1.55503898504333e-05	1.62611209327791e-05	1.09811113744102e-05	1.02612311425125e-05	6.85796438783784e-06	0	1.81089267191781e-05	1.28237187502004e-05	1.74946628157415e-05	5.26022643656278e-06	7.04524232828559e-06	2.27554050407918e-05	0
"Leptotrichia"	0	0	0	0	0	0	0	0.000198581576901741	0	0	0	0	0	0	0	0	0.000411972997980639	0	0	0	0	0	0	2.21437840183882e-06	0	5.3644042639899e-07	0	0	0	0	0	0	0	0.000118139215066442	0	0	0	0	0	0	2.8132554869735e-05	0.00063800187003966	0	0	0	0	0	0	0	0	0.000109457438031785	0	7.68987798662846e-07	2.79612598389711e-06	0	1.99139319859567e-06	0	2.87095175809408e-05	7.68385263980587e-05	0.000241282359629253	0	3.91009730494371e-06	0	8.82956792730087e-07	8.75305979119655e-06	6.24674948500321e-05	1.43393800836609e-05	1.57197390400027e-05	7.62481125018026e-07	1.06864322918336e-06	2.97409267867605e-06	3.43937882390643e-06	0	1.30030885947382e-05	5.42830988875676e-05
"Ruminiclostridium"	0	0	0	0	0	0	0	0.000418544356036265	0	0	0	0	0	0	0	0	0.000776511347969489	0	0	0	0	0	0	9.59563974130155e-06	0	8.69598164899415e-06	0	0	0	0	0	3.04916340394083e-05	0	9.45377424136593e-05	0	0	0	0	0	0	0.000298614282417296	7.72944062160349e-05	0	0	0	0	0	1.85313030476934e-05	0	2.54630187555542e-05	0.000266964836148709	5.39732284151344e-07	5.28679111580706e-06	3.17990798168691e-06	0	4.70692937849886e-06	2.42019312334393e-06	3.11886124138355e-05	5.12256842653725e-05	6.13726932196501e-06	0	7.53055777248418e-06	0	1.17727572364012e-06	7.00244783295724e-06	5.40064796974341e-05	1.3404203121683e-05	0	0	1.49610052085671e-06	0	0	0	0	7.42332976240241e-06
"Treponema"	0	0	0	0	0	0	0	4.80344817284447e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08258499645453e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.83111137299962e-06	9.06930472752377e-05	0	0	0	0	0	0	0	0	1.31719967800961e-05	0	2.01859297148997e-06	2.43975698594944e-06	0	5.34055448714293e-06	4.84038624668787e-06	1.34350945782676e-05	3.8785160943782e-05	0	0	3.62046046754047e-06	1.29586582086944e-06	0	1.01853786661196e-05	3.52842334023236e-05	1.74566366235872e-05	0	0	0	0	0	0	0	4.63958110150151e-06
"Faecalibacterium"	0	0	0	0	0	0	0	3.07537840334554e-05	0	0	0	0	0	0	0	0	7.37701181430752e-05	0	0	0	0	0	0	0	0	8.47011199577353e-07	0	0	0	0	0	0	0	3.13148031007588e-05	0	0	0	0	0	0	0.000135036263374728	0.000681029738487377	0	0	0	0	0	0	0	0	2.31901351762255e-05	0	0	3.28955998105542e-07	0	1.53880383527847e-06	0	8.31696331035612e-06	4.17123429018033e-05	0	0	0	0	4.41478396365043e-07	2.06890504155555e-06	2.03424406860335e-05	9.04004396578624e-06	0	0	0	0	2.02316401406261e-06	0	1.44478762163757e-06	5.10353921165166e-06
"Olsenella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46413755801504e-06	0	0	0	0	0	0	0	0	1.18581567940829e-06	0	0	0	0	0	0	0	1.84592523541315e-06	0	0	0	0	0	0	0	7.5931532554795e-06	0	0	0	0	0	0	0	0	0	0	1.53797559732569e-06	6.57911996211085e-07	1.4119055642257e-06	1.62932170794191e-06	0	1.19956201591675e-06	6.58615940554789e-06	0.000190781400637084	0	0	0	4.41478396365043e-07	0	1.98023758890592e-06	2.24442470874693e-05	2.30145199017033e-05	0	0	0	0	0	2.34777988516106e-06	0.00012294889918979
