"B5_0"	"B5_1"	"B5_3"	"B5_4"	"B5_5"	"B5_6"	"B5_7"	"Bott_B5"	"B7_0"	"B7_1"	"B7_2"	"B7_3"	"B7_4"	"B7_5_"	"B7_6"	"B7_7"	"Bott_B7"	"B8_1"	"B8_2"	"B8_3"	"B8_4"	"B8_5"	"B8_6"	"B8_7"	"T1_0"	"T1_1"	"T1_2"	"T1_3"	"T1_4"	"T1_5"	"T1_6"	"T1_7"	"T1_8"	"Bott_T1"	"T3_0"	"T3_1"	"T3_2"	"T3_3"	"T3_5"	"T3_6"	"T3_8"	"Bott_T3"	"T4_0"	"T4_1"	"T4_2"	"T4_3"	"T4_4"	"T4_5"	"T4_6"	"T4_7"	"T4_8"	"9_0"	"A9_0"	"A9_1"	"A9_2"	"A9_3"	"A9_4"	"A9_5"	"A9_6"	"Bott_A9"	"A11_0"	"A11_1"	"A11_2"	"A11_3"	"A11_4"	"A11_5"	"A11_6"	"Bott_A11"	"A12_0"	"A12_1"	"A12_2"	"A12_3"	"A12_4"	"A12_5"	"A12_6"
"Lawsonella"	5.36747044536586e-05	5.749717113918e-06	0	0	0	0	0	0	0	2.72477503746395e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76690325195269e-06	0	0	0	0	0	0	0	0	0	6.70162549897544e-06	0	7.99464465403442e-06	0	0	8.08171576257842e-06	0	0	0	0	0	0	0	0	1.16624513384218e-06	6.10364357838257e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	8.11647362456408e-06	0	0	0	0	0	0	0	0	4.51496131761742e-06	0
"Legionella"	1.46966452670732e-05	0	0	0	0	0	0	0	6.14328443022957e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.66350215061127e-06	0	0	0	0	0	3.87719000654276e-06	0	0	6.85629373153457e-06	1.53057085701254e-05	9.06690508684912e-06	0	0	4.02960588073356e-06	0	0	5.18599977588693e-06	0	0	0	0	0	0	0	0	4.0814637910157e-06	0	2.69145729531996e-06	0	0	5.43107235980637e-07	0	0	3.58579789857607e-05	0	8.84500866052705e-07	0	0	0	0	3.60043197982894e-06	0	0	0	0	0	0	0	0	0
"Leifsonia"	7.66781492195123e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.53879542565158e-06	0	0	2.35186776415978e-05	0	1.37215055784781e-06	0	0	0	0	0	0	1.14792814275941e-05	0	0	2.13190524107584e-06	0	0	0	0	0	0	0	0	4.89340691712428e-06	0	0	0	0	2.19131307365446e-05	5.76740848997134e-07	0	0	0	0	0	0	0	2.02171626526333e-06	8.68910512209713e-07	0	0	2.06890504155555e-06	0	0	0	0	0	1.2246263971019e-06	0	0	0	0
"Leptolyngbya"	5.11187661463415e-06	0	0	0	0	0	0	0	0	6.81193759365988e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91989205237533e-06	0	0	0	0	0	0	0	0	4.59171257103762e-05	0	0	0	0	0	0	0	1.21509635714112e-05	0	0	0	0	0	0	1.67161802517379e-05	0	6.48758205549916e-05	0.000154470424056399	3.04010168249205e-05	2.008043469121e-05	3.48493809754242e-05	1.68068966898884e-05	2.34314447109072e-05	6.22026166079523e-05	1.31512914042107e-05	0.000132675129907906	0.000107744903514004	6.1337648854487e-05	5.86430469838233e-05	6.2703737413299e-05	9.48713826684926e-05	7.91783161141277e-05	0	0.000128763999987419	5.6210633855045e-05	6.89289714940215e-05	6.27180844359409e-05	4.47503355296659e-05	8.79514464671872e-05	0.000130836187062343
"Leptothrix"	0.000138020668595122	0.000252987553012392	2.87490536769831e-05	9.83215595171268e-05	0	1.96819038168246e-05	3.00095141274419e-05	0	5.68253809796235e-05	6.81193759365988e-07	1.11043251346399e-05	0	0	0	0	6.92616705914947e-05	0	0	1.03209470501013e-05	4.17737699713432e-06	0	0	0	1.18100181431404e-05	0.000103549478085878	2.79513695860526e-05	1.25487384036212e-05	0	1.26089317133042e-06	0.000267021940420818	1.64780575278067e-05	7.9133050245131e-05	0	0	0.000107139959990878	0.000111956567159354	1.24648258196402e-05	5.86273941295857e-06	0.000121437668133016	0.000161141579469178	1.45266283327359e-05	0	0.000127585117499818	0	0	0	0	7.41252121907736e-05	8.3087320596372e-05	0	0	0.000370256346927822	0.000166485858410506	3.41565978032921e-05	3.05912872248902e-05	6.63496006623012e-05	4.43702072613054e-05	5.61395023449038e-05	5.63482526919097e-05	5.94438371470325e-05	0.00015036514722896	0.000119764832266239	0.000130450492634191	0.000115888079045824	0.000107742208702547	0.000170660475843892	6.57741129924447e-05	2.97955838013124e-06	0.000178134652832336	0.00010921533802254	0.000164624777096127	0.000109655489562193	9.22404875203317e-05	0.000156217661589563	6.95937165225226e-06
"Limnohabitans"	2.04475064585366e-05	3.96730480860342e-05	0	1.14327394787357e-05	0	1.55624355760939e-05	2.18587818952972e-05	0	3.68597065813774e-05	1.36238751873198e-06	7.64964620386307e-05	8.46494964720274e-05	0	3.65819814819487e-05	0	0.000173154176478737	0	2.34352696547346e-05	0	1.94944259866268e-05	0	5.70072481957666e-05	2.97610417280329e-05	0	1.77395520226802e-05	6.52198623674562e-06	0	0	0	5.80790427440506e-05	0	0	0	0	9.94871057058151e-06	0	0	1.83876827042792e-05	1.5019440100916e-05	5.01329358348554e-06	0	0	0	3.68456613542899e-06	1.93380816381289e-05	0	0	0	6.49844965558217e-06	0	1.22443913730471e-05	0.000106327259977815	2.12432879380611e-05	8.30613895216495e-06	7.8439198012539e-06	1.07716268469493e-05	1.49245242606209e-05	1.43147733899399e-05	0	9.81963091514401e-06	3.74017509073715e-05	3.18600521143562e-05	1.96539649498532e-05	2.33983550073473e-05	2.46677139570085e-05	5.16661989105453e-05	1.3404203121683e-05	1.33566410143814e-06	3.52647520320837e-05	1.34649046877104e-05	2.51923144546677e-05	2.56941829785951e-05	1.91787152269997e-05	1.7879246817765e-05	1.80943662958559e-05
"Lipotes"	0.000815983304610977	0.000223089024020018	2.33325653030588e-05	5.25906016021841e-05	1.74907265513265e-05	9.74940816972942e-05	1.22260983482171e-05	0	0.000115954493620583	3.81468505244954e-06	5.46990830706338e-05	6.55350940428599e-05	0	0	0	0	0	0	7.8635787048391e-06	1.53170489894925e-05	0	1.74699631567672e-05	4.12075962388148e-05	1.37783545003304e-05	3.50665563239028e-05	3.44733558227983e-05	2.2815888006584e-06	1.71518819730976e-05	0	0.000116512225992638	4.11951438195168e-06	6.8727175136444e-05	0	7.2518491391231e-07	0.000232646770265906	5.7160923373614e-05	0	1.81211945491447e-05	9.45125742935689e-05	0.000148011524845764	2.92578570645244e-05	0	0.000302255218838854	0	2.35682869964696e-05	0	0	9.79511732520937e-05	6.96262463098089e-05	1.0884954582527e-05	0	0.000173469956126242	6.82476671313275e-05	1.34871959223272e-05	2.13354618594106e-05	2.36251647651577e-05	2.23195588041718e-05	4.33441741751252e-05	0.000119282664789367	3.38426565468356e-05	6.76011376197425e-05	5.25690859886877e-05	6.73850226852111e-05	4.81211452037897e-05	5.14043329555725e-05	6.82281860177584e-05	5.7980971642629e-05	0	7.62481125018026e-05	6.13401213551251e-05	7.0853384403753e-05	6.55505140556285e-05	4.3967530826523e-05	7.60319485886773e-05	7.98007949458259e-05
"Lottia"	0.000630677777330489	0	0	0	0	0	0	0	0.00065349188126567	1.09672195257924e-05	4.11271301282961e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	5.36312037894984e-06	6.04483659431704e-05	6.8447664019752e-06	0	0	0.000543959814968669	0	0	0	0	0.000433916837963055	5.91319896968421e-06	0	0	0	0	0	0	0.000669821866874043	0	9.54817780882614e-05	0	0	0	0	0	0	4.31785827321075e-07	4.32555636747851e-06	1.64477999052771e-06	0	3.34916128854726e-06	0	0	1.24405233215905e-05	0	6.57057786210581e-06	1.73782102441943e-06	2.15977636811574e-06	0	0	0	1.24690261597052e-06	2.97955838013124e-06	3.43116506258111e-06	0	1.17214240865468e-05	0	0	2.31166019462012e-05	0
"Luteipulveratus"	2.68373522268293e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69144565797649e-05	4.74326271763318e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76488600454223e-06	0	0	0	2.05098267977511e-06	0	4.11194997631928e-07	0	3.53019703387414e-06	3.36137933797768e-06	0	0	0	1.64264446552645e-06	4.34455256104857e-07	0	5.88637861820058e-07	2.70549120818803e-06	0	0	0	5.71860843763519e-07	0	0	0	0	0	0
"Lysinibacillus"	2.30034447658537e-05	0	0	0	0	0	0	0	0	1.29426814279538e-06	9.4592399295081e-06	0	0	2.27060574715544e-05	0	0	0	4.26095811904265e-05	0	0	0	0	0	0	2.84657927805799e-05	6.4090514101353e-06	0	0	0	4.74548276079438e-05	0	2.54096950328402e-05	0	0	4.05601277108323e-05	0	0	0	2.21628323440346e-05	2.74537505762304e-05	6.13801197157855e-06	0.000172854859424272	0	0	0	0	0	1.73547123779986e-05	0	0	0	5.20301921921896e-05	5.92120604970391e-05	9.21076794695519e-06	4.86323027677742e-06	1.13147340829299e-05	1.85548139456368e-05	4.91020718515256e-05	0.000117087278320851	1.91132101741196e-05	1.40256565902643e-05	2.51984048540817e-05	1.68462556713028e-05	8.24093006548081e-06	3.3420773748205e-05	0.000118274190537381	4.86292020228501e-05	0	2.1063541078623e-05	2.67160807295841e-05	2.8691247017816e-05	2.06362729434386e-05	1.53951591618093e-05	2.36583973043153e-05	1.99501987364565e-05
"Lysobacter"	0.000448567172934147	0.000505975106024784	4.87483953653192e-05	3.31549444883335e-05	0	7.04886787858371e-05	7.89139075203101e-05	0	0.000485319469988136	7.94271923420742e-05	5.01750987565212e-05	0.00014199270375953	1.41421379141289e-05	5.17193531296516e-05	0	0.000545435655908021	0	0	1.37612627334684e-05	3.9685081472776e-05	0	3.76983415488134e-05	0.000154910037712582	3.81365169205575e-05	0.000693080172048902	0.000312095393337602	8.16482849378471e-05	3.41322451264642e-05	6.75838739833103e-05	0.000275521312529704	0.000166234521530521	0.000488350138821634	1.83647574738998e-05	0	0.000621411767947091	0.00169038647880039	8.72537807374814e-06	1.57228011529344e-05	0.00034416497499538	0.000186685503918366	0.000105983006709256	5.84088711959962e-07	0.00047692532017789	2.71736752487888e-05	0	1.65081756740025e-05	7.34011037568642e-06	0.000181783258467849	0.000168495516069738	2.97392509129756e-05	7.42084325639218e-06	0.000492451736059687	0.000155335535329895	3.1990970815764e-05	4.86323027677742e-05	6.70737436436087e-05	5.31097935400474e-05	4.67029478196921e-05	0.000188803236292373	1.99899629344003e-05	0.000147079858297907	0.00010644153774569	0.000146000882484624	0.000130309706660415	0.000117927587368666	0.000165799892671123	0.000158044906574263	1.33566410143814e-06	0.000197291991098414	0.00013037447396037	0.00020573723471312	0.000143846961399851	8.9370203608808e-05	0.000169762545542415	3.61887325917118e-05
"Macaca"	1.40576606902439e-05	0	0	0	0	0	0	0	6.91119498400826e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98200620701101e-05	0	0	0	0	0	0	0	0	5.51005508524514e-05	0	0	0	0	0	0	0	3.0377408928528e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92355781253006e-06	0	0	0	0	0
"Macrococcus"	9.2652763640244e-05	0.000264486987240228	0	0	0	0	0	0.000463649905952	0	0	0	0	0	0	0	0	0.000844583148009655	0	0	0	0	0	0	0	0	8.15954122259516e-06	0	0	0	5.41834971941448e-05	0	0	5.84333192351357e-06	0.000391270224006324	0	0	0	0	3.16873553348593e-05	3.05572180326738e-05	0.000397333974960185	0.000419906684925398	0	0	0	0	0	0	0	2.19642833540277e-05	0.00026548066749743	7.66419843494909e-05	4.27749463006208e-05	1.12667429351148e-05	9.41270376150468e-06	1.65647706974094e-05	1.69413518634075e-05	1.4394744191001e-05	5.56164572024044e-05	5.17284128565622e-05	4.24560415705299e-05	2.56328601101865e-05	3.41244666162287e-05	2.21474995509797e-05	3.18293083316238e-05	6.04872572611262e-05	3.11725653992629e-05	6.37009032993575e-06	1.78229962972963e-05	3.5265226563051e-05	5.03846289093355e-05	4.24864442953148e-05	2.55716203026662e-05	3.10629338652078e-05	0
"Magnaporthe"	0.000522689383846342	0	0	0	7.26537872132025e-05	0.000108021611645828	7.63204927191732e-05	0	0.000105203745867681	7.94953117180109e-05	0	0	0	0	0	0.000199127302950547	0	0	0	3.82926224737313e-05	0	0	8.85200215500466e-05	6.96298986355984e-05	0.000123764316437304	0.000171773871274287	7.31738122496873e-05	0	7.28796253028981e-05	0.000136698234751241	9.28102357816173e-05	0	9.32150568750974e-05	0	3.9794842282326e-05	6.30741223432982e-06	0	0.000104996333122985	8.27900844587076e-05	7.83028712087266e-05	3.08946602569454e-05	0	0.000209604121606843	0	0	0	0	9.11857769013484e-05	1.67102991143541e-05	0	5.00906919806472e-06	0.00018469638763659	0.00016898506875616	3.7967004781348e-05	2.03941914832601e-06	1.09526625922762e-05	7.12612419651269e-06	1.07960581432507e-05	3.21990015382341e-05	5.92684865949764e-05	0.000254862606689758	4.60522571471148e-05	0.00010021362348057	2.81074579019078e-05	9.86708558280339e-06	7.92095035562367e-06	5.51754407566953e-05	0	0.000140963697987707	0.000164357328648401	1.1371530830232e-05	6.91922092809412e-05	8.87178663561889e-05	1.69762545542415e-05	0.000146146804697297
"Magnetospirillum"	6.38984576829269e-06	0.000190890608182077	7.49975313312604e-06	0	0	2.6089965524628e-05	8.52122006087856e-06	0	6.91119498400826e-05	0	1.11043251346399e-05	8.73801253904799e-05	0	1.38759240103943e-05	0	0	0	3.40876649523412e-05	1.67101047477831e-05	2.29755734842388e-05	0	0	0	1.18100181431404e-05	5.52813946753291e-05	1.87189475106595e-05	5.703972001646e-06	2.74430111569562e-06	0	7.33070844391371e-05	0	0	0	1.71407343288364e-06	4.74476965673887e-05	3.11428479070035e-05	0	2.29179813415653e-05	4.02960588073356e-05	0	4.60350897868391e-06	0	4.70849838392185e-05	0	2.1755341842895e-05	0	2.0552309051922e-05	0	3.8990697933493e-05	0	0	0.000319953298044917	0.000369018019883333	7.41795775727998e-05	6.0398182469655e-05	7.1871190894771e-05	6.66897660654772e-05	7.22936041592494e-05	0.000403219314717432	0.000189553946772691	0.000343059978761871	0.000258935332638495	0.000226128585741718	0.000170999298858727	0.000255589345902939	0.000358062960393988	0.000312037379646622	2.34254934713766e-05	0.000288122555116186	0.000173547660419378	0.000337996885600126	0.000247230642518451	0.000141165781466759	0.000388647870220507	0.000310387975690451
"Mahella"	9.58476865243903e-06	0	0	0	0	0	0	0.000340048983455636	0	0	0	0	0	0	0	0	0.000559359225669414	0	0	0	0	0	0	3.32156760275823e-05	0	1.89165834572275e-06	0	0	0	0	0	0	0	0.000110425884618465	0	0	0	0	0	0	0.000307616699975612	0.000260538964850019	0	0	0	0	0	0	0	4.52891860308713e-05	0.000325032934629977	0	0	3.89264597758225e-06	0	0	0	3.91856925199471e-06	5.7080048181415e-05	8.99548332048014e-05	0	1.39025681953554e-05	0	1.39801492182264e-06	0	1.17014039344441e-05	8.85300857339066e-05	1.52060220779111e-05	0	1.90218494794639e-05	1.57451965341673e-06	4.653277232344e-06	0	4.87615822302681e-06	0.000134083893833394
"Malassezia"	1.21407069597561e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.40876649523412e-05	0	0	0	0	0	0	0	0.000111636076104295	0	0	0	0	0	0	0	0	1.30098522846066e-05	1.53743173211789e-05	0	2.66488155134481e-06	0	0	6.13801197157855e-07	0	0	0	0	0	0	0	0	0	2.96833730255687e-06	2.15892913660538e-06	5.4598133705062e-05	1.54335189111184e-05	1.27071500780313e-05	6.06469746845045e-06	3.36137933797768e-06	3.11886124138355e-06	0	4.38376380140358e-05	2.55241678489495e-05	2.49087680166784e-05	1.51184345768102e-06	4.41478396365043e-07	0	0	3.74070784791155e-06	0	3.33585492195386e-06	1.70982916669338e-06	4.79353761151317e-05	1.15320348801569e-05	7.82804703142843e-07	1.69762545542415e-05	0
"Malus"	0.00561539646117562	0.00189050698705624	0.00031123975502473	0.000801435037459371	0.000582575738209568	0.00038219510900113	9.4103908498398e-05	0	0	5.59260076439476e-05	0.000520258196122945	0.00155372785459947	0.000930238405018259	0.0008237253071625	0.000234591597355513	0	0	0.0032873291888414	0.000556839667036419	0.000623821631572058	0.000623035910863768	0.000656502825996409	0.000397195441524132	0.000106290163288263	0.00386144667284388	0.000691048204028509	0.000257819534474399	0.000311649695451184	0.000143237464263135	0.000699781636964903	0.000214941720987714	0.000737123153047917	3.70077688489193e-05	6.52666422521079e-06	0.0054189861192529	0.000869634461808225	0.000544089647027295	0.000498066361946344	0.000660489036632964	0.00051541432603549	1.59588311261042e-05	1.52217058268354e-06	0.00662075627597268	0.000685329301189793	0.00134641393405472	0	0.000796157305416121	0.0005732938038088	0.00117714773761117	8.29977786917684e-05	0	0.000157493880515362	0	5.12623097047804e-06	8.15767659330405e-06	7.15091194041172e-06	6.18493798187894e-06	5.83786847746151e-06	0	2.03406640385126e-05	5.11746929644779e-05	1.79574839190007e-05	2.98049138799972e-05	1.30236126927688e-05	1.43231887492307e-05	0	6.67092899544226e-05	0	2.55431176881039e-05	3.61201411463977e-05	1.62700364186396e-05	0	2.21794665890472e-05	2.49225864732481e-05	8.25845436067268e-05
"Maricaulis"	2.49203984963415e-05	0	0	6.8596436872414e-06	1.74907265513265e-05	0	0	0	1.45903005217952e-05	4.08716255619593e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19638839222727e-05	2.96453919852073e-06	0	3.08733875515757e-06	0	0	6.05810938522306e-06	0	0	0	2.06627065696693e-05	7.29294539594386e-05	0	0	3.48011416972444e-06	0	0	0	0	0	0	0	0	0	0	0	0	8.41982363276097e-06	2.19161522618911e-05	7.31927095784832e-06	0	2.71553617990319e-06	2.95801381742036e-06	1.06361165411285e-05	0	1.75350552056143e-06	2.89358140465814e-05	2.20123996426461e-05	1.42545240295639e-05	2.53114280582625e-05	2.25988089154529e-05	3.5824298199298e-05	2.80553088593366e-06	0	2.74493205006489e-05	1.79532062502805e-05	3.06156599275476e-05	3.09544094151579e-05	1.81349756228092e-05	4.13570456693755e-05	0
"Marinobacter"	0.00011373925467561	0.000247812807609866	4.29152540395545e-05	8.80320939862647e-05	3.76723341105495e-05	0.000212839192437755	8.89170788961241e-05	0	0.000201192565090018	1.65530083525935e-05	8.55444306668558e-05	0.000172029621862507	6.75679922563938e-05	5.67651436788859e-05	0	0	0	7.66972461427677e-05	4.12837882004053e-05	8.35475399426864e-06	0	7.53966830976268e-05	2.59455235577723e-05	1.35323124556817e-05	0.000119638839222727	5.53945324523589e-05	3.52016557815868e-05	8.19859958314066e-05	7.5653590279825e-06	0.000153696978969012	3.41677369326581e-05	0.00015778210629916	1.66952340671816e-06	5.93333111382799e-07	0.000265554043691676	0.000977254683056477	0	2.66488155134481e-05	0.000126566257435768	0.000212468156633435	7.70320502433108e-05	0	0.00034174585044594	1.24354107070728e-05	0	0	4.4530002945831e-05	0.000159133888076224	0.000367626580515791	2.72123864563175e-05	2.59729513973726e-06	0.000223017379811335	0.000313939268804107	0.000100496057421243	7.71841708443383e-05	5.7659884886611e-05	6.41351177686142e-05	0.000106041282207041	0.000261982785242905	7.39979329676924e-05	0.00034065919069687	0.000298905216200141	0.000254853611437657	0.000219194023795244	0.000314473566316444	0.000455454645448361	0.000200127869863268	5.03442622849761e-06	0.000396776115431255	0.000245574214066337	0.000402202298133897	0.000334429011524549	0.000234580476041805	0.000616382519081129	0.000157281799340901
"Marinomonas"	0.000460068895317074	0.000806110339371303	8.0830672657025e-05	0.000264096281958794	0.000119744204851389	0.000227943909320434	0.000137821472288992	0	0.000322522432587052	2.43186172093658e-05	0.000144767498051602	0.000303099809948227	5.81399003136412e-05	6.55952771400459e-05	0	0.00010822136029921	0	0	0	3.41152454765969e-05	4.20970210043086e-06	2.75841523527903e-05	0.000128201410520757	4.7732156661859e-05	0.000403884219307068	0.00010085080016301	4.88911885855372e-05	4.64816001470945e-05	0	0.000849937210888546	3.10175200523421e-05	0.000550785389473755	0	0	0.000811967839645153	0.0011053739940663	3.92642013318666e-05	3.91737588047686e-05	0.000343432319380701	0.00032586408292656	0.000113860122072782	0	0.000675897348659749	3.68456613542899e-05	2.71941773036188e-05	0	0.000105208248718172	0.00024855477897303	0.000369483280417386	3.88748377947393e-06	1.94797135480295e-05	0.0010131854438089	0.000382090812460601	9.07370294774455e-05	0.000104951646940777	0.000189725461102569	0.00014911078743269	0.000147945981963066	0.00040980547412298	0.000110996899451539	0.000373891151807136	0.000329461902546183	0.000363490362753879	0.000289021190153648	0.000341369331856666	0.000495959505221436	0.000165526322270086	0	0.000420127099884932	0.000349873793234633	0.000460459525310316	0.000356886132080644	0.000273198841396852	0.000445897579727896	0.000145218888476997
"Marssonina"	0.00209906433488415	9.65952475138223e-05	0	0	0	4.57718693414527e-06	0	0	0.000674225466217695	1.73023214878961e-05	3.29017041026369e-06	8.19188675535749e-05	2.04275325426307e-05	0	0	0	0	0	0	0	0	0	0	0	0.000766101118746911	0.000505948023214205	2.93347131513223e-06	2.74430111569562e-06	0	0.000104825589342921	9.6929750163569e-07	0	0	0	0.000337490873971265	3.11428479070035e-05	0	0	8.24237566513682e-06	4.98942075689752e-05	0	0	0.000441991299910083	0	0	0	0	1.17659066969482e-06	0	0	0	0.0049032519086013	0.00296175650654995	0.000137366542208906	1.8041015542884e-05	9.41385875699771e-06	3.49583451149679e-06	4.15848165517806e-06	2.92718195802128e-06	8.76752760280715e-05	0.00580384196850469	0.000891212548689763	0.0006531163737182	0.000304178615095515	0.000182859376365179	8.76705187088347e-05	0.00154023645637758	5.34265640575256e-06	0.00235902129066514	0.00338460683546955	0.000238977094063029	0.001130948683861	0.00142092100365478	0.000355417754922843	0.00432687333526031
"Massilia"	0.000267734537691464	0.00035475754592874	2.33325653030588e-05	3.31549444883335e-05	4.57449771342386e-05	9.56632069236361e-05	4.48290272767959e-05	0	0.000297949294866134	2.11851259162822e-05	9.4592399295081e-06	6.28044651244074e-05	0	5.80265913161945e-05	0	0	0	0	1.3269789064416e-05	0	0	2.75841523527903e-05	3.43396635323457e-05	1.64848169914668e-05	0.000223600865030062	5.50839616791805e-05	8.63744331677823e-06	9.09049744574174e-06	3.53050087972517e-06	0.00025993913033008	4.62839557031042e-05	0.000116400602959963	1.39126950559847e-06	4.02147997715008e-06	0.000420906985678449	0.000462412159429305	1.37113084016042e-05	3.06461378404653e-05	0.000102022294344027	0.000141804589932877	4.5318988390155e-05	0	0.000123028506160539	9.6719861055011e-06	2.53812321500442e-05	4.35215540496431e-05	1.46802207513728e-05	7.17720308513839e-05	3.29564232533096e-05	1.34118190391851e-05	2.63439935601922e-05	0.0117661637944993	0.00102832893376189	0.000169713882022618	7.59291436761377e-05	0.000173613279768477	6.03703729100792e-05	0.000108600347840996	0.000182217076886825	0.000176928707024648	0.000651624423747686	0.000338440644505683	0.000356579078375909	0.000479739857383347	0.000356965692939161	0.000436912420752242	0.000173319463619902	2.41446972183048e-05	0.00116373681705876	0.000325081270317579	0.000803879756383321	0.000313792738581111	0.000194918371082568	0.000682842749676458	8.6296208487928e-05
"Maylandia"	0.000217254756121951	0	0	0	0	5.95034301438884e-06	0	0	4.45388121191644e-05	4.01904318025933e-06	0	0	0	0	0	0	0	0	0	0	0.000359929529586839	0	0	0	0	4.24352610988254e-05	1.95564754342149e-06	2.76145299766872e-05	2.49656847923422e-05	0.000218150550794727	5.86424988489592e-05	0	0	0	0.000121680383132497	0	0	0	0	0	0	0	9.41699676784369e-05	0	0.0001069637640609	0	0	0	0	0	0	1.07946456830269e-06	1.82634602182426e-06	6.85324996053213e-07	0	0	0	1.4394744191001e-06	0	0	1.26357266578958e-06	0	0	0	0	0	0	0	3.81240562509013e-07	7.48050260428355e-06	1.39957302525932e-06	5.05791003515652e-06	0	0	0
"Melampsora"	1.72525835743903e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000348036901906334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.10196535955022e-06	1.08619526561127e-05	2.90577798326562e-06	3.13756792050156e-06	0	1.61346208222929e-06	1.67938682228345e-06	5.85436391604257e-06	4.03306269729129e-06	1.213029759158e-05	4.77900781715342e-06	8.63910547246296e-07	8.82956792730087e-06	5.09268933305981e-06	0	0	0	4.09833604697189e-06	0	0	1.61853121125009e-06	1.43514195576188e-06	0	3.24770677105106e-06
"Mesorhizobium"	7.02883034512196e-05	0.000328308847204718	0.000164161263025092	0.000315543609613105	9.55262757803219e-05	0.000240302314042626	0.000780247367313489	0	1.99656743982461e-05	1.43050689466858e-06	0.000974712984040617	0.00203431854424711	0.000895668734561499	0.000131190554280092	2.74197970935015e-05	0.00615995982823106	0	0.000349398565761497	0.000155305679420572	0.000375963929742089	6.52503825566784e-05	0.000451460626840667	0.000397576993341158	0.000171983389209482	1.07262407578997e-05	4.7150290109806e-06	2.2815888006584e-06	6.34619633004612e-06	0	8.14523160434856e-06	3.87719000654276e-06	1.47618228286024e-05	0	0	8.18855408501709e-05	0	0	1.35908959118585e-05	2.49102908990802e-05	0	2.45520478863142e-06	0	0.000126066247053391	3.31610952188609e-05	1.32949311262136e-05	9.00445945854685e-06	0	4.70636267877927e-06	0	1.94374188973697e-06	0	0.000293398469664671	0.000179366404038109	5.08785277069906e-05	1.49034476223824e-05	8.90695867008245e-05	3.42860692473724e-05	6.34168452414654e-05	0.000280277672480538	4.20841324934743e-05	0.000222767860978703	0.00028717492428531	0.000149888479947232	0.000184170071016951	0.000134319681159453	0.000244109288232402	0.000105674996703501	0	0.00031852648997628	0.000272931480733431	7.82011427863644e-05	3.8035483464377e-05	8.40210381373319e-05	0.000196129919637301	0.000200429903584865
"Metarhizium"	0.000409589113747561	0	0	0	8.07264302368917e-06	1.09852486419486e-05	0	0	0.000360917960275987	2.68390341190199e-05	0	0	0	0	0	0	0	0	0	0	1.26291063012926e-05	0	7.2494845234952e-06	0	0.000141916416181442	0.00014935630819214	0	0	0	3.93095960035952e-05	0	0	0	0	4.51518402818699e-05	1.30090377333053e-05	0	0	0	1.07427719646119e-05	0	0	4.40472429463656e-05	0.00016073919765809	2.29639719452781e-05	0	0	0	0	0	0	0.000168072633284729	0.000184845442103581	5.44970436861515e-05	3.13756792050156e-06	8.14660853970956e-07	2.15128277630572e-06	4.79824806366699e-07	5.12256842653725e-06	0.000154834537465574	0.000485211903663198	6.82094752084625e-05	0.000135202000644045	5.25359291674402e-05	2.92829636650939e-05	1.17014039344441e-05	7.35672543422604e-05	0	0.000255621797162293	0.000169914273440155	1.8544342584686e-05	0.000127257016484538	0.000120421456833474	3.01599416016843e-05	8.3048501716877e-05
